lon,lat,name,address,pname,cityname,business_area,type
104.201220,30.881753,圆通速递,茶树街与草市巷交叉路口往东北约50米,四川省,成都市,,生活服务;物流速递;物流速递
104.279270,30.819886,中通速递,桂红路,四川省,成都市,,生活服务;物流速递;物流速递
104.294443,30.852341,圆通速递,复兴大道与青白江大道交叉路口西侧,四川省,成都市,,生活服务;物流速递;物流速递
104.205329,30.884072,圆通速递,弥牟下街53号附近,四川省,成都市,,生活服务;物流速递;物流速递
104.390609,30.746390,圆通速递,清泉镇青石路131号,四川省,成都市,,生活服务;物流速递;物流速递
104.247518,30.879306,圆通速递(教育街服务部),教育街48号附5号,四川省,成都市,红阳,生活服务;物流速递;物流速递
104.264349,30.886499,圆通速递(石家碾东路),石家碾东路95号附22号,四川省,成都市,,生活服务;物流速递;物流速递
104.319146,30.853711,圆通速递(城巷营业部),西街85号,四川省,成都市,,生活服务;物流速递;物流速递
104.275657,30.874980,中通速递(青白江紫荆营业部),紫荆东街4号附近,四川省,成都市,大弯,生活服务;物流速递;物流速递
104.285163,30.772998,极兔速递,商贸街与裕康街交叉路口西北侧,四川省,成都市,,生活服务;物流速递;物流速递
104.292853,30.850749,韵达速递(青白江分拣中心店),大同镇工业区复兴大道840号,四川省,成都市,,生活服务;物流速递;物流速递
104.323238,30.846590,J&T极兔速递(青白江网点),城厢镇清泉大道718号中益集成五金机电市场5号大厅,四川省,成都市,,生活服务;物流速递;物流速递
104.238671,30.852403,成都轩和国际物流中心,[],四川省,成都市,,生活服务;物流速递;物流仓储场地
104.171782,30.862627,瑞宇物流展维物流成都集散中心,金芙蓉大道(蓉春源农副产品集散基地),四川省,成都市,,生活服务;物流速递;物流速递
104.315964,30.842049,中国物流公司成都青白江物流中心,城厢镇香岛大道集装箱物流园区,四川省,成都市,,生活服务;物流速递;物流仓储场地
104.302585,30.848486,韵达快运,兴业大道南青龙建材城6区附4栋106号,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.324808,30.841809,成铁物流城厢物流中心特1线,城厢镇香岛大道,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.250219,30.809130,港富物流,青白江大道99号一期物流一层7号,四川省,成都市,,生活服务;物流速递;物流速递
104.286836,30.841067,厚诚陶玻物流,青白江大道东,四川省,成都市,,生活服务;物流速递;物流速递
104.248844,30.863813,成都豪龙物流有限公司,通站路299号,四川省,成都市,,生活服务;物流速递;物流仓储场地
104.186874,30.873748,方瑞物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.171306,30.863657,中流物流(成都中流分拨中心),四川省青白江区蓉春源农副产品集散基地12栋,四川省,成都市,,生活服务;物流速递;物流速递
104.195307,30.860829,澳邦物流,八阵大道辅路,四川省,成都市,,生活服务;物流速递;物流速递
104.186079,30.874216,远豪物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.187046,30.872846,集诚物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.174343,30.863660,速邦物流,金芙蓉大道(蓉春源农副产品集散基地东侧约150米),四川省,成都市,,生活服务;物流速递;物流速递
104.203239,30.867459,弘浩物流,国光路,四川省,成都市,,生活服务;物流速递;物流速递
104.187482,30.874354,昌成物流,正兴路(蜀韵南庭西北侧约250米),四川省,成都市,,生活服务;物流速递;物流速递
104.294612,30.850852,博驰物流,[],四川省,成都市,,生活服务;物流速递;物流速递
104.230296,30.889696,力展物流,同华大道西段,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.274922,30.828407,志合物流,青白江大道,四川省,成都市,,生活服务;物流速递;物流速递
104.185784,30.875761,力展物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.185588,30.874402,美川物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.185828,30.874204,天余物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.187509,30.874053,龙瑶物流,正兴路(蜀韵南庭西北侧约200米),四川省,成都市,,生活服务;物流速递;物流速递
104.186249,30.875195,蓬大物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.249985,30.808524,众杰物流,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.186320,30.874956,鸿捷物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.249979,30.808336,绍成物流,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.186240,30.875264,康捷物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.187473,30.873657,飞豪物流,正兴路(蜀韵南庭西北侧约200米),四川省,成都市,,生活服务;物流速递;物流速递
104.171897,30.864821,洪诚物流,弥牟镇货运大道蓉春源农副产品集散基地3栋,四川省,成都市,,生活服务;物流速递;物流速递
104.246767,30.814586,建渠物流,同心大道与民盛路交叉路口东侧(大港陶瓷建材城),四川省,成都市,,生活服务;物流速递;物流仓储场地
104.185954,30.873571,蓉达物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.245937,30.813675,飞豪物流,同心大道与民盛路交叉路口往南约50米,四川省,成都市,,生活服务;物流速递;物流速递
104.245593,30.813229,仁禾物流,同心路2幢附近,四川省,成都市,,生活服务;物流速递;物流速递
104.245279,30.812878,美川物流,同心路1栋附近,四川省,成都市,,生活服务;物流速递;物流速递
104.246493,30.814313,方顺物流,同心路与圣宝路交叉口东南50米,四川省,成都市,,生活服务;物流速递;物流速递
104.245364,30.812973,爱业物流,祥福镇大港建材城同心路2栋,四川省,成都市,,生活服务;物流速递;物流速递
104.246250,30.814035,鑫盈物流,祥福镇大港建材城14号门,四川省,成都市,,生活服务;物流速递;物流速递
104.251510,30.815345,泓通物流,双强路与祥虎大道交叉口西150米,四川省,成都市,,生活服务;物流速递;物流速递
104.173151,30.864530,山东光至物流分拨中心,金芙蓉大道(蓉春源农副产品集散基地东北侧),四川省,成都市,,生活服务;物流速递;物流速递
104.295286,30.850847,金宣物流邹氏物流,青白江大道与兴业大道交叉路口往南约100米,四川省,成都市,,生活服务;物流速递;物流速递
104.191512,30.861198,韵天物流,[],四川省,成都市,,生活服务;物流速递;物流速递
104.186079,30.873759,蓉联物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.206543,30.866188,诚吉物流,金光路华川银地国际建材城卫浴区29栋19-22号,四川省,成都市,,生活服务;物流速递;物流速递
104.328803,30.841544,文汉物流,清泉大道1100号,四川省,成都市,,生活服务;物流速递;物流速递
104.330232,30.839557,文汉物流,城厢镇桂红路,四川省,成都市,,生活服务;物流速递;物流仓储场地
104.308269,30.855833,成都美君物流,通汇大道,四川省,成都市,,生活服务;物流速递;物流速递
104.281708,30.824920,圆通快递(祥福分部),滨河北路38号附3号,四川省,成都市,,生活服务;物流速递;物流速递
104.215481,30.867654,丰树青白江物流中心,[],四川省,成都市,,生活服务;物流速递;物流速递
104.327699,30.841032,青白江宝湾国际物流中心,香岛大道与清泉大道一段交叉口南350米,四川省,成都市,,生活服务;物流速递;物流仓储场地
104.250148,30.809180,成都任氏物流公司,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.216373,30.891656,顺邦物流中心,华金大道一段555号,四川省,成都市,,生活服务;物流速递;物流速递
104.187268,30.874746,四川扬帆远航物流源广旺物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.310557,30.844671,四川物流集装箱,香岛大道8号现代物流大厦b区16楼,四川省,成都市,,生活服务;物流速递;物流仓储场地|公司企业;公司;公司
104.244913,30.812576,金鸿物流四联货运小钱物流,同心大道,四川省,成都市,,生活服务;物流速递;物流速递
104.170410,30.863187,成都君来祥物流承运单位仓储中心,金新路,四川省,成都市,,生活服务;物流速递;物流速递
104.244065,30.828069,成都泽南贸易公司物流中心,祥福镇民强路794号,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.185892,30.873629,宇鑫物流,青白江北城分拨中心1幢,四川省,成都市,,生活服务;物流速递;物流速递
104.252162,30.846063,三合物流,青解路(青白江冻库),四川省,成都市,,生活服务;物流速递;物流速递
104.203239,30.867459,弘浩物流,国光路,四川省,成都市,,生活服务;物流速递;物流速递
104.187482,30.874354,昌成物流,正兴路(蜀韵南庭西北侧约250米),四川省,成都市,,生活服务;物流速递;物流速递
104.186034,30.873525,金通物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.187046,30.872846,集诚物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.240094,30.851601,德坤物流,轩众国际物流中心,四川省,成都市,,生活服务;物流速递;物流速递
104.274922,30.828407,志合物流,青白江大道,四川省,成都市,,生活服务;物流速递;物流速递
104.243839,30.874591,鹏辉物流,团结南路79号附近,四川省,成都市,,生活服务;物流速递;物流速递
104.276696,30.830320,京东物流,青白江大道,四川省,成都市,,生活服务;物流速递;物流速递
104.290645,30.846710,君健物流,青龙建材市场A栋23号,四川省,成都市,,生活服务;物流速递;物流速递
104.296287,30.850897,八维物流,兴业大道,四川省,成都市,,生活服务;物流速递;物流速递
104.294612,30.850852,博驰物流,[],四川省,成都市,,生活服务;物流速递;物流速递
104.308351,30.855836,宇鑫物流,万贯机电市场九号门,四川省,成都市,,生活服务;物流速递;物流速递
104.308565,30.855799,长吉物流,城厢镇清泉大道一段716号万贯五金机电配送市场,四川省,成都市,,生活服务;物流速递;物流速递
104.222028,30.891895,京东物流,[],四川省,成都市,,生活服务;物流速递;物流速递
104.254679,30.888491,韵达物流,[],四川省,成都市,,生活服务;物流速递;物流速递
104.245279,30.812878,美川物流,同心路1栋附近,四川省,成都市,,生活服务;物流速递;物流速递
104.294498,30.850559,宇鑫物流,青白江大道辅路,四川省,成都市,,生活服务;物流速递;物流速递
104.186106,30.873635,德鑫物流(海灏物流),正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.246767,30.814586,建渠物流,同心大道与民盛路交叉路口东侧(大港陶瓷建材城),四川省,成都市,,生活服务;物流速递;物流仓储场地
104.291182,30.882995,中国邮政(大同邮政所),凤凰大道三段383号,四川省,成都市,,生活服务;邮局;邮局
104.430085,30.698956,成都市人和邮政代办所,桂红路车站村3组100号,四川省,成都市,,生活服务;邮局;邮局
104.235769,30.881170,力展物流,团结西路498号附4号,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.394616,30.748737,成都市清泉邮政支局,平安路一段29-31,四川省,成都市,,生活服务;邮局;邮局
104.230296,30.889696,力展物流,同华大道西段,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.302432,30.848539,金驰物流,青龙国际装饰城6区附3栋110号,四川省,成都市,,生活服务;物流速递;物流速递
104.259159,30.887044,中国邮政(石家碾路邮政所),石家碾中路121号,四川省,成都市,,生活服务;邮局;邮局
104.188081,30.868487,长吉物流,弥牟镇108国道北辰型材市场5栋,四川省,成都市,,生活服务;物流速递;物流速递
104.317195,30.858623,申通快递,城厢镇下北街101号,四川省,成都市,,生活服务;物流速递;物流速递
104.293391,30.851674,百世快递,大同镇复兴大道840号,四川省,成都市,,生活服务;物流速递;物流速递
104.278713,30.819554,申通快递,G108(金芙蓉大道),四川省,成都市,,生活服务;物流速递;物流速递
104.201471,30.878934,申通快递,新兴街29西北100米,四川省,成都市,,生活服务;物流速递;物流速递
104.205831,30.881050,百世快递,弥牟镇民族商贸北街1号栋商贸北街33号,四川省,成都市,,生活服务;物流速递;物流速递
104.201416,30.879004,韵达快递,镇南路与弥牟上街交叉路口往南约100米,四川省,成都市,,生活服务;物流速递;物流速递
104.201535,30.877098,中通快递,[],四川省,成都市,,生活服务;物流速递;物流速递
104.247756,30.876658,申通快递,窄巷子8号附近,四川省,成都市,,生活服务;物流速递;物流速递
104.353348,30.822183,韵达快递,姚渡镇八达路182号,四川省,成都市,,生活服务;物流速递;物流速递
104.391403,30.747184,申通快递,清泉镇商贸街,四川省,成都市,,生活服务;物流速递;物流速递
104.391504,30.747044,天天快递,青石路68东北方向90米,四川省,成都市,,生活服务;物流速递;物流速递
104.313854,30.842718,远成快运,城厢镇香岛大道鸿泰路189号,四川省,成都市,,生活服务;物流速递;物流速递
104.244310,30.812019,中铁物流集团,祥福镇大港建材城同心路1栋,四川省,成都市,,生活服务;物流速递;物流速递
104.249047,30.809516,金宏达物流,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.187473,30.873998,元天成物流,正兴路(蜀韵南庭西北侧约200米),四川省,成都市,,生活服务;物流速递;物流速递
104.187000,30.874742,仁之和物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.323884,30.850379,天天快递,马鞍路健生·翡翠港底商,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.244661,30.812394,宇鑫物流(同心路),同心路大港建材城1栋111(同心路与白店路交叉口北行50米),四川省,成都市,,生活服务;物流速递;物流速递
104.259065,30.887090,成都市石家碾路邮政所,石家碾中路119-125,四川省,成都市,,生活服务;邮局;邮局
104.249939,30.809794,力展物流(大港营业部),大港建材城仓储七区二栋11号附1号,四川省,成都市,,生活服务;物流速递;物流速递
104.246991,30.814826,海风物流(大港店),大港建材城,四川省,成都市,,生活服务;物流速递;物流速递
104.174334,30.863583,浩运物流(成都分公司),金芙蓉大道(蓉春源农副产品集散基地东侧约150米),四川省,成都市,,生活服务;物流速递;物流速递
104.171235,30.864326,海风物流(蓉春源店),蓉春源物流园区6栋7-9号,四川省,成都市,,生活服务;物流速递;物流速递
104.199266,30.860216,海风物流(北辰店),弥牟镇旗舰建材市场4栋蓉界,四川省,成都市,,生活服务;物流速递;物流速递
104.290657,30.846722,力展物流(青龙营业部),大同镇青白江大道2666号青龙国际建材装饰城,四川省,成都市,,生活服务;物流速递;物流速递
104.214281,30.890038,顺邦物流(益海路),G108(八阵大道),四川省,成都市,,生活服务;物流速递;物流速递
104.308271,30.856286,成都兴浩锋物流有限公司(原和风快运),通汇大道附近,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.173301,30.865349,鸿泰物流(青白江分公司),货运大道大川物流园第10栋,四川省,成都市,,生活服务;物流速递;物流速递
104.188989,30.868837,安能物流(弥牟镇营业部),弥牟镇正兴路219号勾宝发货1区15-16,四川省,成都市,,生活服务;物流速递;物流速递
104.222125,30.892012,顺邦物流(公路港),同华大道西延线青白江东站对面,四川省,成都市,,生活服务;物流速递;物流仓储场地
104.296337,30.798911,中国邮政(红瓦店投递点),大石路与龙赵路交叉口东50米,四川省,成都市,,生活服务;邮局;邮政速递
104.245766,30.847733,力展物流(青白江运营中心),桂平大道与青解路2号桥交叉口北1号门,四川省,成都市,,生活服务;物流速递;物流速递
104.171306,30.863657,中流物流(成都中流分拨中心),四川省青白江区蓉春源农副产品集散基地12栋,四川省,成都市,,生活服务;物流速递;物流速递
104.170003,30.863027,力展物流(蓉春营业部),青白江弥牟镇白马村八组蓉春源物流有限公司库房14栋3-4号,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.186137,30.873700,力展物流(北辰营业部),北城分拨中心3栋20号,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.244703,30.812358,成都李强物流,同心路与白店路交叉口北,四川省,成都市,,生活服务;物流速递;物流速递
104.191512,30.861198,韵天物流,[],四川省,成都市,,生活服务;物流速递;物流速递
104.185694,30.874047,微微物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.186052,30.873766,扎西物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.186767,30.874893,德贤物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.206543,30.866188,诚吉物流,金光路华川银地国际建材城卫浴区29栋19-22号,四川省,成都市,,生活服务;物流速递;物流速递
104.186079,30.873759,蓉联物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.328803,30.841544,文汉物流,清泉大道1100号,四川省,成都市,,生活服务;物流速递;物流速递
104.248695,30.887183,申通快递(红阳东路店),红阳东路1号,四川省,成都市,,生活服务;物流速递;物流速递
104.249154,30.809620,长吉物流(大港建材),大港建材16号门6区9栋22-23,四川省,成都市,,生活服务;物流速递;物流速递
104.330232,30.839557,文汉物流,城厢镇桂红路,四川省,成都市,,生活服务;物流速递;物流仓储场地
104.264299,30.885101,中通快递(青白江区4部),石家碾东路21号附18号,四川省,成都市,,生活服务;物流速递;物流速递
104.246263,30.814049,成都金达物流,同心大道大港建材城3栋114号,四川省,成都市,,生活服务;物流速递;物流速递
104.185454,30.873911,成都重光物流,弥牟镇仁瑞村北辰分拨中心2幢,四川省,成都市,,生活服务;物流速递;物流速递
104.170187,30.863944,上海佳兴物流,金新路,四川省,成都市,,生活服务;物流速递;物流速递
104.186802,30.872763,成都宏源物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.186401,30.873702,绵阳大兵物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.308269,30.855833,成都美君物流,通汇大道,四川省,成都市,,生活服务;物流速递;物流速递
104.388575,30.746379,德邦快递,[],四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.350989,30.823392,申通快递(姚度代理点),八达路43号西南90米,四川省,成都市,,生活服务;物流速递;物流速递
104.187491,30.874526,成都市森林物流,正兴路(蜀韵南庭西北侧约250米),四川省,成都市,,生活服务;物流速递;物流速递
104.268066,30.875592,韵达快递(化工路地城铁分部),邮电巷69号,四川省,成都市,大弯,生活服务;物流速递;物流速递
104.292319,30.885506,中铁快运,广大路,四川省,成都市,,生活服务;物流速递;物流速递
104.170903,30.862309,郑州渝辉物流,弥牟镇货运大道蓉春源农副产品集散基地13栋,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.272934,30.879335,成都市大弯邮政所,文汇路294-296号,四川省,成都市,大弯,生活服务;邮局;邮局
104.249923,30.808438,张二姐物流,[],四川省,成都市,,生活服务;物流速递;物流速递
104.185909,30.874050,意鑫达物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.275345,30.828874,车滚滚物流,青白江大道1118号7栋112号,四川省,成都市,,生活服务;物流速递;物流速递
104.241890,30.850848,中铁物流集团(成都分拨中心),智慧大道1699号成都轩众国际物流中心,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.310684,30.855098,京东快递(成都城厢营业部),清泉大道一段万贯五金机电城11栋4号,四川省,成都市,,生活服务;物流速递;物流速递
104.280939,30.885816,京东快递(成都同心营业部),大弯镇凤凰大道三段8号誉府仕家33栋2单元326、328、330、332号铺,四川省,成都市,,生活服务;物流速递;物流速递
104.185051,30.875361,人和物流有限公司,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.265816,30.836836,安得物流有限公司,祥福镇博川现代商贸物流基地内,四川省,成都市,,生活服务;物流速递;物流速递
104.308405,30.855829,速尔快递,城厢镇清泉大道716号万贯五金机电配送市场15栋,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.239489,30.887194,成都市成钢邮政所,华逸路502-504号,四川省,成都市,,生活服务;邮局;邮局
104.246892,30.814716,吉道物流,同心大道,四川省,成都市,,生活服务;物流速递;物流速递
104.246106,30.813868,环球远臻物流,同心大道,四川省,成都市,,生活服务;物流速递;物流速递
104.295331,30.850879,吉道物流,青白江大道与兴业大道交叉路口往南约100米,四川省,成都市,,生活服务;物流速递;物流速递
104.295385,30.850919,德邦快递(青龙建材城城厢营业部),青白江大道2666号青龙建材城5栋附1号,四川省,成都市,,生活服务;物流速递;物流速递
104.210175,30.884997,聚鑫源物流,华金大道1段西北80米,四川省,成都市,,生活服务;物流速递;物流速递
104.187303,30.872732,内江永宏物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.309693,30.856088,京东快递(清泉站),万贯国际贸易大平台11栋4号,四川省,成都市,,生活服务;物流速递;物流速递
104.202251,30.881926,成都市弥牟邮政支局,弥牟镇弥牟中街25号,四川省,成都市,,生活服务;邮局;邮局
104.252850,30.881489,成都市怡湖邮政支局,红阳街道政府中路180号青白江区邮政局,四川省,成都市,红阳,生活服务;邮局;邮局
104.246617,30.814355,百福胜物流,同心路与圣宝路交叉口东南100米,四川省,成都市,,生活服务;物流速递;物流速递
104.245387,30.812891,鑫三禾物流,同心路2幢附近,四川省,成都市,,生活服务;物流速递;物流速递
104.248889,30.809059,金骠物流,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.171411,30.865104,陆地联邦物流,白马路与货运大道交叉口东150米,四川省,成都市,,生活服务;物流速递;物流速递
104.166900,30.863333,天海成物流,弥牟镇白马村众德公司对面,四川省,成都市,,生活服务;物流速递;物流速递
104.186239,30.873195,齐鑫联物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.186356,30.873182,鑫三禾物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.186937,30.874184,成昌信物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.186571,30.874968,海灏物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.216373,30.891656,顺邦物流中心,华金大道一段555号,四川省,成都市,,生活服务;物流速递;物流速递
104.245605,30.813248,诚实守信物流,同心路2幢108号,四川省,成都市,,生活服务;物流速递;物流速递
104.286836,30.841067,厚诚陶玻物流,青白江大道东,四川省,成都市,,生活服务;物流速递;物流速递
104.244849,30.812437,平昌专线物流联盟,同心大道,四川省,成都市,,生活服务;物流速递;物流速递
104.244915,30.812591,翔驰物流,同心路与白店路交叉口东北150米,四川省,成都市,,生活服务;物流速递;物流速递
104.250491,30.808779,曾华顺物流,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.249985,30.809082,瀚运物流,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.250220,30.809125,天路通物流,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.244786,30.812368,点对点物流,同心大道,四川省,成都市,,生活服务;物流速递;物流速递
104.250238,30.808783,世纪兴物流,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.250148,30.809180,成都任氏物流公司,利民路,四川省,成都市,,生活服务;物流速递;物流速递
104.170178,30.863487,祥楗物流,金新路,四川省,成都市,,生活服务;物流速递;物流速递
104.244873,30.812620,诚攀星星物流,同心大道,四川省,成都市,,生活服务;物流速递;物流速递
104.244984,30.812621,蜀安运物流,同心大道,四川省,成都市,,生活服务;物流速递;物流速递
104.251914,30.845807,成都银犁冷藏物流股份有限公司,祥福镇桂通北路1号,四川省,成都市,,公司企业;公司;公司
104.187482,30.873510,蜀安运物流,正兴路(蜀韵南庭西北侧约200米),四川省,成都市,,生活服务;物流速递;物流速递
104.252775,30.837932,石运来物流,祥福镇青白江建工精品石材园A2-4-18,四川省,成都市,,生活服务;物流速递;物流速递
104.186937,30.874184,兴易物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.186794,30.874824,速泰物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.185703,30.874055,路顺通物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.187536,30.873945,事事通物流,正兴路(蜀韵南庭西北侧约200米),四川省,成都市,,生活服务;物流速递;物流速递
104.186213,30.875287,源鹏物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.186472,30.873579,政霖物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.251918,30.846090,杨佳冷链物流,祥福镇桂通北路一号银铸大厦,四川省,成都市,,生活服务;物流速递;物流速递
104.252394,30.840364,余氏东风物流,G108(货运大道),四川省,成都市,,生活服务;物流速递;物流速递
104.186463,30.873052,乐四通物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.187018,30.874835,金雨龙物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.247730,30.875666,仕才物流,正和路136号附近,四川省,成都市,,生活服务;物流速递;物流速递
104.221471,30.891825,民心现代物流,同华大道西段顺邦公路港2期,四川省,成都市,,生活服务;物流速递;物流速递
104.296817,30.851301,翔驰物流,兴业大道,四川省,成都市,,生活服务;物流速递;物流速递
104.171344,30.864340,坤圆时代物流(蓉春源店),弥牟镇蓉春源物流园区6栋1-5号,四川省,成都市,,生活服务;物流速递;物流速递
104.248784,30.811475,西南物流集散中心,利民路(大港陶瓷建材城),四川省,成都市,,生活服务;物流速递;物流速递
104.171620,30.863818,常州市菜鸟物流(成都分公司),金芙蓉大道(蓉春源农副产品集散基地),四川省,成都市,,生活服务;物流速递;物流速递
104.341378,30.738713,成都市福洪邮政代办所,福洪宏福路16号附1-4号,四川省,成都市,,生活服务;邮局;邮局
104.294399,30.850327,顺心捷达物流,清白江青龙建材市场2区附2栋113-114号顺心捷达,四川省,成都市,,生活服务;生活服务场所;生活服务场所
104.302470,30.840071,怡达通物流,德汇路9号,四川省,成都市,,生活服务;物流速递;物流速递
104.244580,30.812306,成都锦宏通物流,同心大道与利民路交叉路口往东北约100米,四川省,成都市,,生活服务;物流速递;物流速递
104.251865,30.845967,陕西奥仕通物流,青解路(青白江冻库),四川省,成都市,,生活服务;物流速递;物流速递
104.199358,30.860068,容幸一家物流,弥牟镇旗舰建材市场4栋,四川省,成都市,,生活服务;物流速递;物流速递
104.311004,30.843018,成都勇乐物流,绣川路19号办公楼三楼309,四川省,成都市,,生活服务;物流速递;物流速递
104.280944,30.773975,成都市龙王邮政代办所,裕康街199号,四川省,成都市,,生活服务;邮局;邮局
104.294747,30.840866,成都铁路保税物流中心,香岛大道1533号,四川省,成都市,,生活服务;物流速递;物流速递
104.240853,30.851191,成都轩众国际物流中心,桂平大道与双元大道交叉口东北,四川省,成都市,,生活服务;物流速递;物流仓储场地
104.245307,30.812803,77118快运,同心路2幢126号,四川省,成都市,,生活服务;物流速递;物流速递
104.247082,30.814839,众辉快运,同心路86号附近,四川省,成都市,,生活服务;物流速递;物流速递
104.170733,30.864174,百兴快运,金新路,四川省,成都市,,生活服务;物流速递;物流速递
104.291291,30.846460,通城快运,[],四川省,成都市,,生活服务;物流速递;物流速递
104.321434,30.849582,中通快运,清泉大道727号,四川省,成都市,,生活服务;物流速递;物流速递
104.245661,30.813306,三宝快运,同心路2幢附近,四川省,成都市,,生活服务;物流速递;物流速递
104.208134,30.866580,华川银地物流配送中心,金光路,四川省,成都市,,生活服务;物流速递;物流速递
104.244685,30.812289,重庆汇运物流,同心路1栋附近,四川省,成都市,,生活服务;物流速递;物流速递
104.244918,30.812595,成都祥藏物流,同心路1栋附近,四川省,成都市,,生活服务;物流速递;物流速递
104.244529,30.812165,成都元天成物流,同心大道与利民路交叉路口往东北约50米,四川省,成都市,,生活服务;物流速递;物流速递
104.171728,30.863416,桐盛物流成都分流部,金芙蓉大道(蓉春源农副产品集散基地),四川省,成都市,,生活服务;物流速递;物流速递
104.185649,30.874155,成都久久顺物流,正兴路,四川省,成都市,,生活服务;物流速递;物流速递
104.266683,30.833586,成都嘉盛达物流,[],四川省,成都市,,生活服务;物流速递;物流速递
104.215327,30.890825,四川盛世鑫隆物流,G108(八阵大道),四川省,成都市,,生活服务;物流速递;物流速递
104.251639,30.845854,成都益达城市物流,青解路(青白江冻库),四川省,成都市,,生活服务;物流速递;物流速递
104.248648,30.827395,成都远方物流有限责任公司,万桂路859号,四川省,成都市,,生活服务;物流速递;物流速递
104.250103,30.809212,俊泽物流(大港建材城店),利民路大港建材城货运区3-4号,四川省,成都市,,生活服务;物流速递;物流速递
104.196646,30.867529,李祥物流有限公司,弥牟镇北辰货运广场A19号,四川省,成都市,,生活服务;物流速递;物流速递
104.246493,30.814313,酒都物流有限公司,祥福镇大港建材城同心路3栋,四川省,成都市,,生活服务;物流速递;物流速递
104.173017,30.862887,广亚物流有限公司,[],四川省,成都市,,生活服务;物流速递;物流速递
104.191726,30.861794,旺福物流有限公司,[],四川省,成都市,,生活服务;物流速递;物流速递
104.310820,30.841943,成都宏顺达物流有限公司,城厢镇鸿泰大道168号中铁八局5楼,四川省,成都市,,生活服务;物流速递;物流速递
104.248200,30.875950,茂源物流有限公司,正和路116号,四川省,成都市,,生活服务;物流速递;物流速递
104.310557,30.844671,四川物流集装箱,香岛大道8号现代物流大厦b区16楼,四川省,成都市,,生活服务;物流速递;物流仓储场地|公司企业;公司;公司
