lon,lat,name,address,pname,cityname,business_area,type
103.909698,30.637876,广东粤川达物流有限公司,九洋路,四川省,成都市,九江,生活服务;物流速递;物流速递
103.932570,30.642887,明鑫物流公司,成都市双流区,四川省,成都市,九江,生活服务;物流速递;物流速递
103.928169,30.638497,盟翔货运,大井东街,四川省,成都市,九江,生活服务;物流速递;物流速递
103.929887,30.640909,华泰物流,惠民路一段,四川省,成都市,九江,生活服务;物流速递;物流速递
103.928060,30.638464,先首(跃鹏)物流,[],四川省,成都市,九江,生活服务;物流速递;物流速递
104.007365,30.547752,双流顺安道路货物运输服务部,西航港新街与川大南路一段交叉路口往东北约200米,四川省,成都市,,生活服务;生活服务场所;生活服务场所
103.966523,30.553475,华冷物流有限公司,航枢一路,四川省,成都市,,生活服务;物流速递;物流速递
103.935127,30.635473,环球远臻物流,千桐路与成新蒲快速通道交叉口东北100米,四川省,成都市,九江,生活服务;物流速递;物流速递
103.918726,30.635650,安吉讯物流,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.921758,30.554682,容仓配物流,新鸿路北一街,四川省,成都市,东升,生活服务;物流速递;物流速递
103.879804,30.632872,江西荣宝正泰物流,福田村4组46号,四川省,成都市,,生活服务;物流速递;物流速递
103.916910,30.635513,鸿顺货运部,成新蒲大道与九龙大道交叉路口往东北约200米,四川省,成都市,九江,生活服务;物流速递;物流速递
103.918655,30.636365,嘉泰恒通成通物流,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.966730,30.546979,捷程物流,会缘路666号,四川省,成都市,,生活服务;物流速递;物流速递
103.976964,30.552839,新地物流,[],四川省,成都市,,生活服务;物流速递;物流速递
103.918646,30.636357,速泰快运,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.874318,30.563504,骏海货运部,黄温路,四川省,成都市,,生活服务;物流速递;物流速递
103.924720,30.636760,广达货运公司双流站,成新蒲大道(童心幼儿园西南侧约250米),四川省,成都市,九江,生活服务;生活服务场所;生活服务场所
103.900560,30.656174,大地通货运公司(仁万仓储店),九江街道邹家场社区三组200号附1号,四川省,成都市,九江,生活服务;物流速递;物流速递
103.885056,30.574462,大地通货运公司(鑫弘星货场店),花园路鑫弘星货场大地通货运,四川省,成都市,,生活服务;物流速递;物流速递
103.934659,30.611347,华通快运,五显庙路,四川省,成都市,九江,生活服务;物流速递;物流速递
103.918672,30.635355,相洋货运,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.935108,30.637663,马尚道物流,千桐路(四川多联实业有限公司东北侧),四川省,成都市,九江,生活服务;物流速递;物流速递
103.968455,30.554871,广和物流,口岸路,四川省,成都市,,生活服务;物流速递;物流速递
103.847455,30.535056,成都鑫顺英联物流有限公司,[],四川省,成都市,金桥,生活服务;物流速递;物流速递
103.997363,30.488105,成都铠递达物流有限公司,公兴街道草坪小区500号7栋附13韵达快递,四川省,成都市,,生活服务;物流速递;物流速递
103.922897,30.643335,新起点物流,大井西街,四川省,成都市,九江,生活服务;物流速递;物流速递
103.922870,30.643304,成都金成通物流,大井西街,四川省,成都市,九江,生活服务;物流速递;物流速递
103.918295,30.636124,成都翔路物流有限公司,成新蒲大道辅路,四川省,成都市,九江,生活服务;物流速递;物流速递
